"ACQ_BRANCHES","ACQ_BRANCHES_HREF","ACQ_CERT","ACQ_CHARTAGENT","ACQ_CHARTER","ACQ_CLASS","ACQ_CLASS_TYPE","ACQ_CLASS_TYPE_DESC","ACQ_CLCODE","ACQ_CNTYNAME","ACQ_CNTYNUM","ACQ_FDICREGION","ACQ_FDICREGION_DESC","ACQ_INSAGENT1","ACQ_INSAGENT2","ACQ_INSTNAME","ACQ_LATITUDE","ACQ_LONGITUDE","ACQ_ORGTYPE_NUM","ACQ_ORG_EFF_DTE","ACQ_PADDR","ACQ_PADDR2","ACQ_PCITY","ACQ_PSTALP","ACQ_PSTNUM","ACQ_PZIP5","ACQ_PZIPREST","ACQ_REGAGENT","ACQ_TRUST","ACQ_UNINUM","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_INSAGENT1","FRM_LATITUDE","FRM_LONGITUDE","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSURED_COM_FLAG","INSURED_OTS_FLAG","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","OUT_CERT","OUT_CHARTAGENT","OUT_CHARTER","OUT_CLASS","OUT_CLASS_TYPE","OUT_CLASS_TYPE_DESC","OUT_CLCODE","OUT_CNTYNAME","OUT_CNTYNUM","OUT_FDICREGION","OUT_FDICREGION_DESC","OUT_INSAGENT1","OUT_INSAGENT2","OUT_INSTNAME","OUT_LATITUDE","OUT_LONGITUDE","OUT_ORGTYPE_NUM","OUT_PADDR","OUT_PADDR2","OUT_PCITY","OUT_PSTALP","OUT_PSTNUM","OUT_PZIP5","OUT_PZIPREST","OUT_REGAGENT","OUT_TRUST","OUT_UNINUM","PROCDATE","PROCYEAR","PSTALP","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","STNUM","SUR_CERT","SUR_CHANGECODE","SUR_CHANGECODE_DESC","SUR_CHARTAGENT","SUR_CHARTER","SUR_CLASS","SUR_CLASS_TYPE","SUR_CLASS_TYPE_DESC","SUR_CLCODE","SUR_CNTYNAME","SUR_CNTYNUM","SUR_FDICREGION","SUR_FDICREGION_DESC","SUR_INSAGENT1","SUR_INSAGENT2","SUR_INSTNAME","SUR_LATITUDE","SUR_LONGITUDE","SUR_MADDR","SUR_MADDR2","SUR_MCITY","SUR_MSTALP","SUR_MSTATE","SUR_MZIP5","SUR_ORGTYPE_NUM","SUR_PADDR","SUR_PADDR2","SUR_PCITY","SUR_PSTALP","SUR_PSTNUM","SUR_PZIP5","SUR_PZIPREST","SUR_REGAGENT","SUR_TRUST","TRANSNUM","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG","CERT"
"3","/history?filters=TRANSNUM:201404286 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57754","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Providence Bank, LLC","41.600887","-87.600804","10","2013-05-03T00:00:00","630 EAST 162ND STREET","","SOUTH HOLLAND","IL","17","60473","0000","FDIC","Full","423445","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,GreenChoice Bank, fsb, (,[object Object],):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2014-07-25T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","DIF","0","0","0","IL","0","OCC","201404286_211_41296_423445_41296","DIF","0","0","0","0","0","10","FI","N","28462","OCC","0","SB","S","Savings","34","COOK","31","9","CHICAGO","DIF","","GreenChoice Bank, fsb","41.932139967602566","-87.691790300419","110","2545 WEST DIVERSEY AVENUE","","CHICAGO","IL","17","60647","0000","OCC","","41296","2014-07-28T00:00:00","2014","IL","FDIC","1","0","211","17","57754","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Providence Bank, LLC","41.600887","-87.600804","P.O. BOX 706","","SOUTH HOLLAND","IL","ILLINOIS","60473","10","630 EAST 162ND STREET","","SOUTH HOLLAND","IL","17","60473","0000","FDIC","Full","201404286","0","0","0","0","0","41296","0","0",""
"5","/history?filters=TRANSNUM:201411361 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57776","STATE","0","NM","C","Commercial","21","HOWARD","27","2","NEW YORK","DIF","","Howard Bank","39.209288","-76.798156","10","2014-08-20T00:00:00","6011 UNIVERSITY BOULEVARD SUITE 370","","ELLICOTT CITY","MD","24","21043","0000","FDIC","","424305","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,NBRS Financial, (,[object Object],):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2014-10-17T00:00:00","2014","9999-12-31T00:00:00","9999","1","0","0","0","0","SM","C","Commercial","DIF","0","0","10","MD","24","FED","201411361_211_3239_424305_3239","DIF","0","0","0","0","0","10","FI","N","4862","STATE","0","SM","C","Commercial","13","CECIL","15","2","NEW YORK","DIF","","NBRS Financial","39.698155","-76.062825","10","6 PEARL STREET","","RISING SUN","MD","24","21911","0000","FED","None","3239","2014-10-20T00:00:00","2014","MD","FDIC","1","0","211","24","57776","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","HOWARD","27","2","NEW YORK","DIF","","Howard Bank","39.209288","-76.798156","3301 BOSTON STREET","","BALTIMORE","MD","MARYLAND","21224","10","6011 UNIVERSITY BOULEVARD SUITE 370","","ELLICOTT CITY","MD","24","21043","0000","FDIC","","201411361","0","0","0","0","0","3239","0","0",""
"2","/history?filters=TRANSNUM:201411448 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","27074","STATE","0","NM","C","Commercial","21","DALLAS","113","13","DALLAS","DIF","","State Bank of Texas","32.91211312207918","-96.87270017364278","10","2009-10-13T00:00:00","11950 WEBB CHAPEL ROAD","","DALLAS","TX","48","75234","0000","FDIC","","38679","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,The National Republic Bank of Chicago, (,[object Object],):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2014-10-24T00:00:00","2014","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","10","IL","17","OCC","201411448_211_591_38679_591","DIF","0","0","0","0","0","10","FI","N","916","OCC","14399","N","C","Commercial","3","COOK","31","9","CHICAGO","DIF","","The National Republic Bank of Chicago","41.874237","-87.657345","10","1201 WEST HARRISON","","CHICAGO","IL","17","60607","0000","OCC","","591","2014-10-28T00:00:00","2014","TX","FDIC","1","1","211","48","27074","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","DALLAS","113","13","DALLAS","DIF","","State Bank of Texas","32.91212","-96.8732","111 W John Carpenter Frwy","","IRVING","TX","TEXAS","75039","10","11950 WEBB CHAPEL ROAD","","DALLAS","TX","48","75234","0000","FDIC","","201411448","0","0","0","0","0","591","0","0",""
"2","/history?filters=TRANSNUM:201411620 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","57044","OCC","24100","N","C","Commercial","3","SAN DIEGO","73","14","SAN FRANCISCO","DIF","","Bank of Southern California, N.A.","32.940454","-117.240114","10","2014-01-17T00:00:00","12265 EL CAMINO REAL, SUITE 100","","SAN DIEGO","CA","6","92130","0000","OCC","","340749","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Frontier Bank, FSB, (,[object Object],):, ,[object Object]","0","0","0","0","N","1","C","Commercial","2014-11-07T00:00:00","2014","9999-12-31T00:00:00","9999","0","0","1","0","0","SB","S","Savings","DIF","0","0","0","CA","0","OCC","201411620_211_61422_340749_61422","DIF","0","0","0","0","0","10","FI","N","34738","OCC","0","SB","S","Savings","33","RIVERSIDE","65","14","SAN FRANCISCO","DIF","","Frontier Bank, FSB","33.67905999999999","-116.38954999999987","115","74175 EL PASEO DRIVE","","PALM DESERT","CA","6","92260","0000","OCC","","61422","2014-11-10T00:00:00","2014","CA","OCC","0","0","211","6","57044","811","FDIC ASSISTED MERGER","OCC","24100","N","C","Commercial","3","SAN DIEGO","73","14","SAN FRANCISCO","DIF","","Bank of Southern California, N.A.","32.940454","-117.240114","12265 El Camino Real","","SAN DIEGO","CA","CALIFORNIA","92130","10","12265 EL CAMINO REAL, SUITE 100","","SAN DIEGO","CA","6","92130","0000","OCC","","201411620","0","0","0","0","0","61422","0","0",""
"2","/history?filters=TRANSNUM:201412471 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","35406","STATE","0","NM","C","Commercial","21","STEARNS","145","11","KANSAS CITY","DIF","","BankVista","45.595306","-94.193461","10","2006-03-31T00:00:00","125 TWIN RIVERS COURT","","SARTELL","MN","27","56377","0000","FDIC","","79511","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Northern Star Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2014-12-19T00:00:00","2014","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","MN","0","FDIC","201412471_211_73805_79511_73805","DIF","0","0","0","0","0","10","FI","N","34983","STATE","0","NM","C","Commercial","21","BLUE EARTH","13","11","KANSAS CITY","DIF","","Northern Star Bank","44.167001","-93.962547","10","1650 MADISON AVENUE","","MANKATO","MN","27","56001","0000","FDIC","","73805","2014-12-22T00:00:00","2014","MN","FDIC","0","0","211","27","35406","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","STEARNS","145","11","KANSAS CITY","DIF","","BankVista","45.595306","-94.193461","P. O. BOX 338","","SARTELL","MN","MINNESOTA","56377","10","125 TWIN RIVERS COURT","","SARTELL","MN","27","56377","0000","FDIC","","201412471","0","0","0","0","0","73805","0","0",""
"3","/history?filters=TRANSNUM:201500329 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","58302","STATE","0","NM","C","Commercial","21","ORLEANS","71","13","DALLAS","DIF","","First NBC Bank","29.953177","-90.072143","10","2011-11-18T00:00:00","210 BARONNE STREET","","NEW ORLEANS","LA","22","70112","0000","FDIC","Full","445693","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,First National Bank of Crestview, (,[object Object],):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2015-01-16T00:00:00","2015","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","10","FL","12","OCC","201500329_211_11531_445693_11531","DIF","0","0","0","0","0","10","FI","N","17557","OCC","14766","N","C","Commercial","3","OKALOOSA","91","5","ATLANTA","DIF","","First National Bank of Crestview","30.788239","-86.558523","10","1301 INDUSTRIAL DRIVE NORTH","","CRESTVIEW","FL","12","32539","8984","OCC","","11531","2015-01-20T00:00:00","2015","LA","FDIC","1","1","211","22","58302","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","ORLEANS","71","13","DALLAS","DIF","","First NBC Bank","29.953177","-90.072143","210 BARONNE STREET","","NEW ORLEANS","LA","LOUISIANA","70112","10","210 BARONNE STREET","","NEW ORLEANS","LA","22","70112","0000","FDIC","Full","201500329","0","0","0","0","0","11531","0","0",""
"3","/history?filters=TRANSNUM:201500424 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","29566","OCC","703676","SB","S","Savings","33","VANDERBURGH","163","9","CHICAGO","DIF","","United Fidelity Bank, fsb","37.9721","-87.571589","115","2011-07-21T00:00:00","18 NW FOURTH STREET","","EVANSVILLE","IN","18","47708","0000","OCC","","42400","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Highland Community Bank, (,[object Object],):, ,[object Object]","0","0","0","0","SB","1","S","Savings","2015-01-23T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","NM","C","Commercial","DIF","0","0","10","IL","17","FDIC","201500424_211_13964_42400_13964","DIF","0","0","0","0","0","115","FI","N","20290","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Highland Community Bank","41.735646","-87.665541","10","1701 W 87th St","","CHICAGO","IL","17","60620","0000","FDIC","","13964","2015-01-26T00:00:00","2015","IN","OCC","1","1","211","18","29566","811","FDIC ASSISTED MERGER","OCC","703676","SB","S","Savings","33","VANDERBURGH","163","9","CHICAGO","DIF","","United Fidelity Bank, fsb","37.9721","-87.571589","18 Nw 4th St","","EVANSVILLE","IN","INDIANA","47708","115","18 NW FOURTH STREET","","EVANSVILLE","IN","18","47708","0000","OCC","","201500424","0","0","0","0","0","13964","0","0",""
"8","/history?filters=TRANSNUM:201500843 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11063","STATE","0","NM","C","Commercial","21","WAKE","183","5","ATLANTA","DIF","","First-Citizens Bank & Trust Company","35.777178987155715","-78.63921224051086","10","2015-01-01T00:00:00","239 FAYETTEVILLE STREET","","RALEIGH","NC","37","27601","0000","FDIC","Full","7078","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Capitol City Bank & Trust Company, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2015-02-13T00:00:00","2015","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","GA","0","FDIC","201500843_211_55107_7078_55107","DIF","0","0","0","0","0","10","FI","N","33938","STATE","0","NM","C","Commercial","21","FULTON","121","5","ATLANTA","DIF","","Capitol City Bank & Trust Company","33.740083","-84.414072","10","562 LEE STREET, S.W.","","ATLANTA","GA","13","30310","0000","FDIC","","55107","2015-02-17T00:00:00","2015","NC","FDIC","0","1","211","37","11063","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","WAKE","183","5","ATLANTA","DIF","","First-Citizens Bank & Trust Company","35.777178987155715","-78.63921224051086","4300 Six Forks Rd","","RALEIGH","NC","NORTH CAROLINA","27609","10","239 FAYETTEVILLE STREET","","RALEIGH","NC","37","27601","0000","FDIC","Full","201500843","0","0","0","0","0","55107","0","0",""
"26","/history?filters=TRANSNUM:201501135 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","34968","STATE","0","SM","C","Commercial","13","SAN JUAN","127","2","NEW YORK","DIF","","Banco Popular de Puerto Rico","18.432954000000002","-66.06027225","10","2015-02-27T00:00:00","209 AVENIDA LUIS MUNOZ RIVERA","","SAN JUAN","PR","72","00918","0000","FED","","62142","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Doral Bank, (,[object Object],):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2015-02-27T00:00:00","2015","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","PR","72","FDIC","201501135_211_44936_62142_44936","DIF","0","0","0","0","0","10","FI","N","32102","STATE","0","NM","C","Commercial","21","SAN JUAN","127","2","NEW YORK","DIF","","Doral Bank","18.418050000000108","-66.09001999999992","10","1451 F.D. ROOSEVELT AVENUE","","SAN JUAN","PR","72","00920","0000","FDIC","None","44936","2015-03-03T00:00:00","2015","PR","FED","1","0","211","72","34968","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","SAN JUAN","127","2","NEW YORK","DIF","","Banco Popular de Puerto Rico","18.432954000000002","-66.06027225","PO Box 362708","","SAN JUAN","PR","PUERTO RICO","00918","10","209 AVENIDA LUIS MUNOZ RIVERA","","SAN JUAN","PR","72","00918","0000","FED","","201501135","0","0","0","0","0","44936","0","0",""
"1","/history?filters=TRANSNUM:201502937 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","19333","STATE","0","NM","C","Commercial","21","DUPAGE","43","9","CHICAGO","DIF","","Republic Bank of Chicago","41.845462","-87.982835","10","2014-05-16T00:00:00","2221 CAMDEN COURT","","OAK BROOK","IL","17","60523","0000","FDIC","Limited","13145","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Edgebrook Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2015-05-08T00:00:00","2015","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","IL","17","FDIC","201502937_211_424232_13145_424232","DIF","0","0","0","0","0","10","FI","N","57772","STATE","0","NM","C","Commercial","21","COOK","31","9","CHICAGO","DIF","","Edgebrook Bank","42.012015","-87.777658","10","6000 WEST TOUHY AVENUE","","CHICAGO","IL","17","60646","0000","FDIC","","424232","2015-05-11T00:00:00","2015","IL","FDIC","0","0","211","17","19333","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","DUPAGE","43","9","CHICAGO","DIF","","Republic Bank of Chicago","41.845462","-87.982835","2221 CAMDEN COURT","","OAK BROOK","IL","ILLINOIS","60523","10","2221 CAMDEN COURT","","OAK BROOK","IL","17","60523","0000","FDIC","Limited","201502937","0","0","0","0","0","424232","0","0",""
"2","/history?filters=TRANSNUM:201504857 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","29566","OCC","703676","SB","S","Savings","33","VANDERBURGH","163","9","CHICAGO","DIF","","United Fidelity Bank, fsb","37.9721","-87.571589","115","2015-01-23T00:00:00","18 NW FOURTH STREET","","EVANSVILLE","IN","18","47708","0000","OCC","","42400","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Premier Bank, (,[object Object],):, ,[object Object]","0","0","0","0","SB","1","S","Savings","2015-07-10T00:00:00","2015","9999-12-31T00:00:00","9999","0","0","0","0","0","SM","C","Commercial","DIF","0","0","0","CO","0","FED","201504857_211_56254_42400_56254","DIF","0","0","0","0","0","115","FI","N","34112","STATE","0","SM","C","Commercial","13","DENVER","31","13","DALLAS","DIF","","Premier Bank","39.71114011660276","-105.01669976831913","10","2480 WEST ALAMEDA AVENUE","","DENVER","CO","8","80223","0000","FED","","56254","2015-07-13T00:00:00","2015","IN","OCC","1","1","211","18","29566","811","FDIC ASSISTED MERGER","OCC","703676","SB","S","Savings","33","VANDERBURGH","163","9","CHICAGO","DIF","","United Fidelity Bank, fsb","37.9721","-87.571589","18 Nw 4th St","","EVANSVILLE","IN","INDIANA","47708","115","18 NW FOURTH STREET","","EVANSVILLE","IN","18","47708","0000","OCC","","201504857","0","0","0","0","0","56254","0","0",""
"7","/history?filters=TRANSNUM:201509953 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","21440","STATE","0","NM","C","Commercial","21","FULTON","121","5","ATLANTA","DIF","","Fidelity Bank","33.849285","-84.376143","10","2015-09-14T00:00:00","3490 PIEDMONT ROAD NE","","ATLANTA","GA","13","30305","0000","FDIC","Full","14825","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,The Bank of Georgia, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2015-10-02T00:00:00","2015","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","GA","13","FDIC","201509953_211_77223_14825_77223","DIF","0","0","0","0","0","10","FI","N","35259","STATE","0","NM","C","Commercial","21","FAYETTE","113","5","ATLANTA","DIF","","The Bank of Georgia","33.399045","-84.590136","10","100 WEST PARK DRIVE","","PEACHTREE CITY","GA","13","30269","0000","FDIC","","77223","2015-10-05T00:00:00","2015","GA","FDIC","0","0","211","13","21440","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","FULTON","121","5","ATLANTA","DIF","","Fidelity Bank","33.849285","-84.376143","P O. BOX  105075","","ATLANTA","GA","GEORGIA","30348","10","3490 PIEDMONT ROAD NE","","ATLANTA","GA","13","30305","0000","FDIC","Full","201509953","0","0","0","0","0","77223","0","0",""
"1","/history?filters=TRANSNUM:201509959 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","35261","STATE","0","NM","C","Commercial","21","COWLITZ","15","14","SAN FRANCISCO","DIF","","Twin City Bank","46.145142","-122.924312","10","2011-03-07T00:00:00","729  VANDERCOOK WAY","","LONGVIEW","WA","53","98632","0000","FDIC","","77225","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Hometown National Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","1","C","Commercial","2015-10-02T00:00:00","2015","9999-12-31T00:00:00","9999","1","0","0","0","0","N","C","Commercial","DIF","0","0","0","WA","0","OCC","201509959_211_75153_77225_75153","DIF","0","0","0","0","0","10","FI","N","35156","OCC","0","N","C","Commercial","3","COWLITZ","15","14","SAN FRANCISCO","DIF","","Hometown National Bank","46.131665","-122.937857","10","970 14TH AVENUE","","LONGVIEW","WA","53","98632","0000","OCC","","75153","2015-10-05T00:00:00","2015","WA","FDIC","1","0","211","53","35261","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","COWLITZ","15","14","SAN FRANCISCO","DIF","","Twin City Bank","46.145142","-122.924312","729  VANDERCOOK WAY","","LONGVIEW","WA","WASHINGTON","98632","10","729  VANDERCOOK WAY","","LONGVIEW","WA","53","98632","0000","FDIC","","201509959","0","0","0","0","0","75153","0","0",""
"2","/history?filters=TRANSNUM:201601333 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","11063","STATE","0","NM","C","Commercial","21","WAKE","183","5","ATLANTA","DIF","","First-Citizens Bank & Trust Company","35.777178987155715","-78.63921224051086","10","2015-02-13T00:00:00","239 FAYETTEVILLE STREET","","RALEIGH","NC","37","27601","0000","FDIC","Full","7078","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,North Milwaukee State Bank, (,[object Object],):, ,[object Object]","0","0","0","0","NM","0","C","Commercial","2016-03-11T00:00:00","2016","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","10","WI","55","FDIC","201601333_211_14027_7078_14027","DIF","0","0","0","0","0","10","FI","N","20364","STATE","0","NM","C","Commercial","21","MILWAUKEE","79","9","CHICAGO","DIF","","North Milwaukee State Bank","43.095654","-87.983498","10","5630 W Fond Du Lac Ave","","MILWAUKEE","WI","55","53216","0000","FDIC","","14027","2016-03-15T00:00:00","2016","NC","FDIC","0","1","211","37","11063","811","FDIC ASSISTED MERGER","STATE","0","NM","C","Commercial","21","WAKE","183","5","ATLANTA","DIF","","First-Citizens Bank & Trust Company","35.777178987155715","-78.63921224051086","4300 Six Forks Rd","","RALEIGH","NC","NORTH CAROLINA","27609","10","239 FAYETTEVILLE STREET","","RALEIGH","NC","37","27601","0000","FDIC","Full","201601333","0","0","0","0","0","14027","0","0",""
"4","/history?filters=TRANSNUM:201602084 AND REPORT_TYPE:713&sort_by=OFF_PSTALP&sort_order=asc","10308","STATE","0","SM","C","Commercial","13","FAYETTE","47","13","DALLAS","DIF","","The Bank of Fayette County","35.048080659594085","-89.62107955261885","10","2012-09-06T00:00:00","1265 HWY 57","","PIPERTON","TN","47","38017","0000","FED","","6602","0","Y","211","FAILURE - WHOLE INSTITUTION","Failed. Merged with government financial assistance,[object Object],. ,A link to FDIC closing information for ,Trust Company Bank, (,[object Object],):, ,[object Object]","0","0","0","0","SM","1","C","Commercial","2016-04-29T00:00:00","2016","9999-12-31T00:00:00","9999","1","0","0","0","0","NM","C","Commercial","DIF","0","0","0","TN","0","FDIC","201602084_211_6363_6602_6363","DIF","0","0","0","0","0","10","FI","N","9956","STATE","0","NM","C","Commercial","21","SHELBY","157","13","DALLAS","DIF","","Trust Company Bank","35.10971441931724","-89.888259524609","10","766 SOUTH WHITE STATION ROAD","","MEMPHIS","TN","47","38117","0000","FDIC","","6363","2016-05-02T00:00:00","2016","TN","FED","1","0","211","47","10308","811","FDIC ASSISTED MERGER","STATE","0","SM","C","Commercial","13","FAYETTE","47","13","DALLAS","DIF","","The Bank of Fayette County","35.048080659594085","-89.62107955261885","1265 HIGHWAY 57 EAST","","COLLIERVILLE","TN","TENNESSEE","38017","10","1265 HWY 57","","PIPERTON","TN","47","38017","0000","FED","","201602084","0","0","0","0","0","6363","0","0",""
